Institute,Branch Name,Quota,Category,Seat Pool,Opening Rank,Closing Rank,Round No,State
NIT Delhi,"Computer Science (4 Years, Bachelor of Technology)",HS,GEN-PwD,Gender-Neutral,344,344,1,Delhi
NIT Delhi,"Computer Science (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,2135,3313,1,Delhi
NIT Delhi,"Computer Science (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1077,2000,1,Delhi
NIT Delhi,"Computer Science (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,418,418,1,Delhi
NIT Delhi,"Computer Science (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,5321,9144,1,Delhi
NIT Delhi,"Computer Science (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,5733,5733,1,Delhi
NIT Delhi,"Computer Science (4 Years, Bachelor of Technology)",HS,SC,Female-Only,1478,1478,1,Delhi
NIT Delhi,"Computer Science (4 Years, Bachelor of Technology)",HS,ST,Female-Only,3860,3860,1,Delhi
NIT Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,10563,13482,1,Delhi
NIT Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,3986,6637,1,Delhi
NIT Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2265,3344,1,Delhi
NIT Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1334,1487,1,Delhi
NIT Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL-PwD,Gender-Neutral,603,603,1,Delhi
NIT Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,13558,16361,1,Delhi
NIT Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,12880,12880,1,Delhi
NIT Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,4629,4629,1,Delhi
NIT Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,3908,3908,1,Delhi
NIT Delhi,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,13771,17036,1,Delhi
NIT Delhi,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,5576,8860,1,Delhi
NIT Delhi,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,3452,3888,1,Delhi
NIT Delhi,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1825,2085,1,Delhi
NIT Delhi,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,GEN-PwD,Gender-Neutral,1152,1152,1,Delhi
NIT Delhi,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,17440,20737,1,Delhi
NIT Delhi,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,14941,14941,1,Delhi
NIT Delhi,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,6213,6213,1,Delhi
NIT Delhi,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,4758,4758,1,Delhi
NIT Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,24464,36593,1,West Bengal
NIT Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,GEN-PwD,Gender-Neutral,385,385,1,West Bengal
NIT Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,4671,4671,1,West Bengal
NIT Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,16505,25755,1,West Bengal
NIT Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,3153,5379,1,West Bengal
NIT Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,3876,4853,1,West Bengal
NIT Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,29504,38095,1,West Bengal
NIT Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,16325,16325,1,West Bengal
NIT Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,SC,Female-Only,1660,1660,1,West Bengal
NIT Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,ST,Female-Only,4915,4915,1,West Bengal
NIT Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,21488,24984,1,West Bengal
NIT Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,3448,3448,1,West Bengal
NIT Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,7583,24141,1,West Bengal
NIT Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2744,3882,1,West Bengal
NIT Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,4772,4772,1,West Bengal
NIT Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,GEN-PwD,Gender-Neutral,1064,1064,1,West Bengal
NIT Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,18669,28030,1,West Bengal
NIT Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,12791,12791,1,West Bengal
NIT Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,20537,20537,1,West Bengal
NIT Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,5266,5266,1,West Bengal
NIT Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,5995,5995,1,West Bengal
NIT Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,21399,27857,1,West Bengal
NIT Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,4623,4623,1,West Bengal
NIT Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,14918,23988,1,West Bengal
NIT Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,3983,4378,1,West Bengal
NIT Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2616,4712,1,West Bengal
NIT Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,35726,36424,1,West Bengal
NIT Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,15248,37282,1,West Bengal
NIT Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,4206,6258,1,West Bengal
NIT Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,6704,6704,1,West Bengal
NIT Durgapur,"Computer Science (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,5611,12095,1,West Bengal
NIT Durgapur,"Computer Science (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,1523,2043,1,West Bengal
NIT Durgapur,"Computer Science (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,2859,9348,1,West Bengal
NIT Durgapur,"Computer Science (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1179,2244,1,West Bengal
NIT Durgapur,"Computer Science (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,668,1590,1,West Bengal
NIT Durgapur,"Computer Science (4 Years, Bachelor of Technology)",HS,GEN-PwD,Gender-Neutral,161,161,1,West Bengal
NIT Durgapur,"Computer Science (4 Years, Bachelor of Technology)",HS,OBC-NCL-PwD,Gender-Neutral,583,583,1,West Bengal
NIT Durgapur,"Computer Science (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,10184,12241,1,West Bengal
NIT Durgapur,"Computer Science (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,1696,1696,1,West Bengal
NIT Durgapur,"Computer Science (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,9195,16897,1,West Bengal
NIT Durgapur,"Computer Science (4 Years, Bachelor of Technology)",HS,SC,Female-Only,2957,3737,1,West Bengal
NIT Durgapur,"Computer Science (4 Years, Bachelor of Technology)",HS,ST,Female-Only,555,3066,1,West Bengal
NIT Durgapur,"Computer Science (4 Years, Bachelor of Technology)",HS,GEN-PwD,Female-Only,2157,2157,1,West Bengal
NIT Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,13595,19325,1,West Bengal
NIT Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,3669,3759,1,West Bengal
NIT Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,12780,17503,1,West Bengal
NIT Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2394,3205,1,West Bengal
NIT Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2162,3268,1,West Bengal
NIT Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,GEN-PwD,Gender-Neutral,480,480,1,West Bengal
NIT Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,22249,25851,1,West Bengal
NIT Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,10205,10205,1,West Bengal
NIT Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,19859,21780,1,West Bengal
NIT Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,4547,4547,1,West Bengal
NIT Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,6589,6589,1,West Bengal
NIT Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,12509,16098,1,West Bengal
NIT Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,3246,3246,1,West Bengal
NIT Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,10147,14462,1,West Bengal
NIT Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2719,2987,1,West Bengal
NIT Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1734,1981,1,West Bengal
NIT Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL-PwD,Gender-Neutral,773,773,1,West Bengal
NIT Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,15160,21024,1,West Bengal
NIT Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,9145,9145,1,West Bengal
NIT Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,18951,27735,1,West Bengal
NIT Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,4298,4298,1,West Bengal
NIT Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,6418,6418,1,West Bengal
NIT Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,GEN-PwD,Female-Only,1161,1161,1,West Bengal
NIT Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,14511,22753,1,West Bengal
NIT Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,2946,4490,1,West Bengal
NIT Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,10477,21316,1,West Bengal
NIT Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1783,3904,1,West Bengal
NIT Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,730,3939,1,West Bengal
NIT Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,GEN-PwD,Gender-Neutral,724,724,1,West Bengal
NIT Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL-PwD,Gender-Neutral,630,630,1,West Bengal
NIT Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,30999,34972,1,West Bengal
NIT Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,14997,14997,1,West Bengal
NIT Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,21897,38275,1,West Bengal
NIT Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,5753,6331,1,West Bengal
NIT Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,8344,11117,1,West Bengal
NIT Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,26242,31818,1,West Bengal
NIT Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,5253,5253,1,West Bengal
NIT Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,16239,29040,1,West Bengal
NIT Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,4916,5947,1,West Bengal
NIT Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,4928,5148,1,West Bengal
NIT Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,GEN-PwD,Gender-Neutral,1325,1325,1,West Bengal
NIT Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,36080,40734,1,West Bengal
NIT Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,35687,35687,1,West Bengal
NIT Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,6877,6877,1,West Bengal
NIT Durgapur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,Gender-Neutral,17804,17804,1,West Bengal
NIT Durgapur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,SC,Gender-Neutral,4729,4729,1,West Bengal
NIT Durgapur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,GEN,Female-Only,38398,38398,1,West Bengal
NIT Durgapur,"Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,GEN,Gender-Neutral,22201,22201,1,West Bengal
NIT Durgapur,"Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,SC,Gender-Neutral,4848,4848,1,West Bengal
NIT Durgapur,"Chemistry (5 Years, Integrated Master of Science)",HS,GEN,Gender-Neutral,34152,34856,1,West Bengal
NIT Durgapur,"Chemistry (5 Years, Integrated Master of Science)",HS,OBC-NCL,Gender-Neutral,11404,26956,1,West Bengal
NIT Durgapur,"Chemistry (5 Years, Integrated Master of Science)",HS,SC,Gender-Neutral,5570,5570,1,West Bengal
NIT Durgapur,"Chemistry (5 Years, Integrated Master of Science)",HS,GEN,Female-Only,42524,42524,1,West Bengal
NIT Durgapur,"Chemistry (5 Years, Integrated Master of Science)",HS,SC,Female-Only,6906,6906,1,West Bengal
NIT Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,64056,83749,1,Himachal Pradesh
NIT Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,15715,16166,1,Himachal Pradesh
NIT Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,97438,121996,1,Himachal Pradesh
NIT Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,7670,9425,1,Himachal Pradesh
NIT Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,3576,3869,1,Himachal Pradesh
NIT Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,81327,92578,1,Himachal Pradesh
NIT Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,94265,94826,1,Himachal Pradesh
NIT Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,10618,10618,1,Himachal Pradesh
NIT Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,5079,5079,1,Himachal Pradesh
NIT Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,45320,69692,1,Himachal Pradesh
NIT Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,11210,15575,1,Himachal Pradesh
NIT Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,26188,82319,1,Himachal Pradesh
NIT Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2445,7180,1,Himachal Pradesh
NIT Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1002,2992,1,Himachal Pradesh
NIT Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,GEN-PwD,Gender-Neutral,2171,2171,1,Himachal Pradesh
NIT Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,31731,74199,1,Himachal Pradesh
NIT Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,18743,18743,1,Himachal Pradesh
NIT Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,66525,76228,1,Himachal Pradesh
NIT Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,4536,6275,1,Himachal Pradesh
NIT Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,2758,2758,1,Himachal Pradesh
NIT Hamirpur,"Computer Science (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,8000,23369,1,Himachal Pradesh
NIT Hamirpur,"Computer Science (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,3157,5423,1,Himachal Pradesh
NIT Hamirpur,"Computer Science (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,6314,28277,1,Himachal Pradesh
NIT Hamirpur,"Computer Science (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1327,3024,1,Himachal Pradesh
NIT Hamirpur,"Computer Science (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,903,1262,1,Himachal Pradesh
NIT Hamirpur,"Computer Science (4 Years, Bachelor of Technology)",HS,GEN-PwD,Gender-Neutral,582,582,1,Himachal Pradesh
NIT Hamirpur,"Computer Science (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,18438,21362,1,Himachal Pradesh
NIT Hamirpur,"Computer Science (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,8852,8852,1,Himachal Pradesh
NIT Hamirpur,"Computer Science (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,13583,33442,1,Himachal Pradesh
NIT Hamirpur,"Computer Science (4 Years, Bachelor of Technology)",HS,SC,Female-Only,4813,6073,1,Himachal Pradesh
NIT Hamirpur,"Computer Science (4 Years, Bachelor of Technology)",HS,ST,Female-Only,2544,2544,1,Himachal Pradesh
NIT Hamirpur,"Computer Science (4 Years, Bachelor of Technology)",HS,GEN-PwD,Female-Only,2257,2257,1,Himachal Pradesh
NIT Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,18717,60839,1,Himachal Pradesh
NIT Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,12745,15143,1,Himachal Pradesh
NIT Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,25443,96331,1,Himachal Pradesh
NIT Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,3898,6141,1,Himachal Pradesh
NIT Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2336,3214,1,Himachal Pradesh
NIT Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,GEN-PwD,Gender-Neutral,751,751,1,Himachal Pradesh
